X,Y,OBJECTID,COMPKEY,UNITID,UNITDESC,CONDITION,CONDITION_ASSESSMENT_DATE,OWNERSHIP,CURRENT_STATUS,PRIMARYDISTRICTCD,SECONDARYDISTRICTCD,OVERRIDEYN,COMPTYPE,SEGKEY,UNITTYPE,OLD_ID,APPROACH,MARKING_TYPE,SCHOOL,MIDBLOCK_CROSSWALK,INSTALL_DATE,COLOR,COMMENTS,CATEGORY,OWNERSHIP_DATE,CURRENT_STATUS_DATE,MAINTAINED_BY,MAINTENANCE_AGREEMENT,CURBSPACEID,MAINT_DISTRICT,OVERRIDECOMMENT,SHAPE_LNG,SHAPE_LAT,CROSSWALK_CONTROL,MATERIAL,ONSTREET,XSTRLOW,MEAS_FROM_LOW,DISTTOLOW,STPOINT,XSTRHI,MEAS_FROM_HI,DISTTOHI,OFFSET,SIDE,MEASUREMENT_ORIGIN,ATTACHMENT_1,ATTACHMENT_2,ATTACHMENT_3,ATTACHMENT_4,ATTACHMENT_5,ATTACHMENT_6,ATTACHMENT_7,ATTACHMENT_8,ATTACHMENT_9,MAINTENANCE_GROUP,NUM_ATTACHMENTS
1263233.11288556,243375.12393938,3496,525277,XWK-2208,BURKE GILMAN TRL 0410 BLOCK C SIDE (   5) 5 FT SE/O NW 41ST ST,POOR,2015/07/01 00:00:00+00, ,INSVC,DISTRICT6, ,N,16,287192,XWK,Old ID # 403,C,LADER,N,N,1970/01/01 00:00:00+00,WHT,"BURKE GILMAN TRAIL & NW 41 ST, C",XWK,1970/01/01 00:00:00+00,2009/02/26 00:00:00+00, ,,,NORTH,,-122.363926505178,47.6569196516222, ,THRPL,BURKE GILMAN TRL,NW 41ST ST,Y,5,0,6TH AVE NW,N,148,0,C,XStreet Centerline,,,,,,,,,,XWK-CD6-YEAR4,0
1262939.31491673,254308.238227963,3497,521399,XWK-2247,8TH AVE NW 0790 BLOCK C SIDE ( 246) 246 FT N/O NW 79TH ST,GOOD,2017/08/10 00:00:00+00,SDOT,INSVC,DISTRICT6, ,N,16,8406,XWK,Old ID # 113,S,LADER,N,N,1970/01/01 00:00:00+00,WHT,"<p>WI# 18482 10/00 <br>Remark 3/2/08 #02423<br>8 AVE NW &amp; NW 80 ST, S</p><p><br></p><p>Remarked per WO 534614</p>",XWK,1970/01/01 00:00:00+00,2009/01/28 00:00:00+00,SDOT,,,NORTH,,-122.366001886203,47.68687064811, ,THRPL,8TH AVE NW,NW 79TH ST,Y,246,0,NW 80TH ST,N,24,0,C,XStreet Centerline,,,,,,,,,,XWK-CD6-YEAR1,0
1270662.19153132,228670.914174631,3498,523196,XWK-3679,STEWART ST 0110 BLOCK C SIDE (  35) 35 FT NE/O BOREN AVE,GOOD,2019/07/23 00:00:00+00,SDOT,INSVC,DISTRICT7, ,N,16,12908,XWK,Old ID # 890,NE,PARSL,N,N,1970/01/01 00:00:00+00,WHT,"BOREN AVE & STEWART ST, E",XWK,1970/01/01 00:00:00+00,2009/01/22 00:00:00+00, ,,,CENTRAL,,-122.332625021399,47.6170169576363, ,THRPL,STEWART ST,BOREN AVE,Y,35,0,MINOR AVE,N,287,0,C,XStreet Centerline,,,,,,,,,,XWK-CD7-YEAR3,0
1266744.72561298,246273.748063385,3499,524117,XWK-220,N 50TH ST 0070 BLOCK C SIDE (  23) 23 FT E/O FREMONT AVE N,POOR,2014/06/26 00:00:00+00, ,INSVC,DISTRICT6, ,N,16,15642,XWK,Old ID # 173,N,LADER,N,N,1970/01/01 00:00:00+00,WHT,"WI #17701 <BR>Park Road<BR>FREMONT AVE N &amp; N 50 ST, N",XWK,1970/01/01 00:00:00+00,2012/12/17 00:00:00+00, ,,,NORTH,,-122.349912024139,47.6650552138042, ,THRPL,N 50TH ST,FREMONT AVE N,Y,23,0,WHITMAN AVE N,N,953,0,C,XStreet Centerline,,,,,,,,,,XWK-CD6-YEAR4,0
1261242.82290289,233055.712491632,3500,525520,XWK-5051,W PROSPECT ST 0110 BLOCK C SIDE (  46) 46 FT SW/O ELLIOTT AVE W,GOOD,2014/08/07 00:00:00+00, ,INSVC,DISTRICT7, ,N,16,340109,XWK,Old ID # 283,SW,LADER,N,N,1970/01/01 00:00:00+00,WHT,"WI #27640 <br>ELLIOTT AVE W & W PROSPECT ST, W",XWK,1970/01/01 00:00:00+00,2009/01/15 00:00:00+00, ,,,CENTRAL,,-122.371164169763,47.6285259673035,SIGNAL,THRPL,W PROSPECT ST,ELLIOTT AVE W,Y,46,0,DEAD END 2,N,163,0,C,XStreet Centerline,,,,,,,,,,XWK-CD7-YEAR1,0
1276960.54310781,231576.055345967,3501,520870,XWK-1514,19TH AVE E 0070 BLOCK C SIDE (  29) 29 FT N/O E ROY ST,GOOD,2017/05/10 00:00:00+00,SDOT,INSVC,DISTRICT3, ,N,16,2660,XWK,Old ID # 364,N,LADER,Y,N,1970/01/01 00:00:00+00,WHT,"<p>School # P30<br>19 AVE E &amp; E ROY ST, N</p><p><br></p><p>Remarked per WO 517621</p>",XWK,1970/01/01 00:00:00+00,2009/01/13 00:00:00+00,SDOT,,,CENTRAL,,-122.307318169412,47.6253134222587, ,THRPL,19TH AVE E,E ROY ST,Y,29,0,E ALOHA ST,N,561,0,C,XStreet Centerline,,,,,,,,,,XWK-CD3-YEAR1,0
1263129.10521956,212277.919401631,3502,524809,XWK-4865,SW SPOKANE NR ST 0230 BLOCK C SIDE (  99) 99 FT W/O CHELAN AVE SW,POOR,2014/07/23 00:00:00+00, ,INSVC,DISTRICT1, ,N,16,22835,XWK,Old ID # 667,W,PARSL,N,N,1970/01/01 00:00:00+00,WHT,"SW SPOKANE ST(NRDWY) & CHELAN AVE SW, W",XWK,1970/01/01 00:00:00+00,2009/02/15 00:00:00+00, ,,,SOUTH,,-122.361842382811,47.5716781739833, ,THRPL,SW SPOKANE NR ST,CHELAN AVE SW,Y,99,0,SW ADMIRAL NR WAY,N,1471,0,C,XStreet Centerline,,,,,,,,,,XWK-CD1-YEAR4,0
1274538.53942165,227928.267694056,3503,521044,XWK-1679,12TH AVE 0150 BLOCK C SIDE ( 396) 27 FT S/O E PINE ST,GOOD,2018/04/26 00:00:00+00,SDOT,INSVC,DISTRICT3, ,N,16,1546,XWK,Old ID # 209,S,LADER,N,N,1970/01/01 00:00:00+00,WHT,"WI #34206 <br>12 AVE & E PINE ST, S",XWK,1970/01/01 00:00:00+00,2009/01/13 00:00:00+00, ,,,CENTRAL,,-122.316852960292,47.6151873182187, ,THRPL,12TH AVE,E PIKE ST,N,396,0,E PINE ST,Y,27,0,C,XStreet Centerline,,,,,,,,,,XWK-CD3-YEAR2,0
1270298.13189198,219695.175892547,3504,525268,XWK-4481,S ROYAL BROUGHAM WAY 0010 BLOCK C SIDE ( 199) 31 FT W/O OCCIDENTAL AVE S,GOOD,2012/10/15 00:00:00+00, ,INSVC,DISTRICT2, ,N,16,21214,XWK,Old ID # 1241,W,LADER,N,N,1970/01/01 00:00:00+00,WHT,"OCCIDENTAL AVE S & S ROYAL BROUGHAM WAY, W",XWK,1970/01/01 00:00:00+00,2008/11/20 00:00:00+00, ,,,SOUTH,,-122.333391514586,47.5923952846383, ,THRPL,S ROYAL BROUGHAM WAY,1ST AVE S,N,199,0,OCCIDENTAL AVE S,Y,31,0,C,XStreet Centerline,,,,,,,,,,XWK-CD2-YEAR1,0
1270554.17370273,239587.457302138,3505,630857,XWK-5655,MERIDIAN AVE N 0330 BLOCK C SIDE (  24) 24 FT N/O N NORTHLAKE WAY,GOOD,2017/06/23 00:00:00+00,SDOT,INSVC,DISTRICT4, ,N,16,11780,XWK,,N,LADER,N,N,1970/01/01 00:00:00+00,WHT,Remarked per WO 528518,XWK,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,SDOT,,,NORTH,,-122.333925922445,47.6469330751003,STOPSIGN,THRPL,MERIDIAN AVE N,N NORTHLAKE WAY,Y,24,0,N 34TH ST,N,401,0,C,XStreet Centerline,,,,,,,,,,XWK-CD4-YEAR1,0
1259460.19326606,208479.543468222,3506,525231,XWK-4740,SW ALASKA ST 0350 BLOCK C SIDE (  44) 44 FT W/O 35TH AVE SW,GOOD,2019/07/23 00:00:00+00,SDOT,INSVC,DISTRICT1, ,N,16,21722,XWK,Old ID # 163,W,LADER,N,N,1970/01/01 00:00:00+00,WHT,"35 AVE SW & SW ALASKA ST, W",XWK,1970/01/01 00:00:00+00,2009/01/06 00:00:00+00, ,,,SOUTH,,-122.376393807098,47.5610663165655,SIGNAL,THRPL,SW ALASKA ST,35TH AVE SW,Y,44,0,36TH AVE SW,N,262,0,C,XStreet Centerline,,,,,,,,,,XWK-CD1-YEAR3,0
1285502.51749365,193030.715442047,3507,614231,XWK-5430,51ST AVE S 0920 BLOCK C SIDE (  20) 20 FT SW/O RAINIER AVE S,FAIR,2014/07/29 00:00:00+00, ,INSVC,DISTRICT2, ,N,16,7525,XWK,,SW,LADER,N,N,1970/01/01 00:00:00+00,WHT,,XWK,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00, ,,,SOUTH,,-122.269767181856,47.5201034017741, ,THRPL,51ST AVE S,RAINIER AVE S,Y,20,0,S BARTON PL,N,66,0,C,XStreet Centerline,,,,,,,,,,XWK-CD2-YEAR4,0
1255316.28390297,199444.828269973,3508,522575,XWK-4661,FAUNTLEROY WAY SW 0740 BLOCK C SIDE ( 361) 361 FT S/O SW FONTANELLE ST,GOOD,2018/02/08 00:00:00+00,SDOT,INSVC,DISTRICT1, ,N,16,10410,XWK,Old ID # 602,N,LADER,N,N,1970/01/01 00:00:00+00,WHT,"<p>FAUNTLEROY WAY SW &amp; SW WEBSTER ST, N</p><p><br></p><p>Remarked per WO 605159 (2/6/18)</p><p>&nbsp;</p>",XWK,1970/01/01 00:00:00+00,2012/10/30 00:00:00+00,SDOT,,,SOUTH,,-122.392432807832,47.5360737926239,SIGNAL,THRPL,FAUNTLEROY WAY SW,SW FONTANELLE ST,Y,361,0,47TH AVE SW,N,105,0,C,XStreet Centerline,,,,,,,,,,XWK-CD1-YEAR2,0
1277930.43355648,225244.385594636,3509,524041,XWK-1748,E CHERRY ST 0220 BLOCK C SIDE ( 204) 31 FT W/O 23RD AVE,GOOD,2019/07/23 00:00:00+00,SDOT,INSVC,DISTRICT3, ,N,16,13891,XWK,Old ID # 419,W,LADER,N,N,1970/01/01 00:00:00+00,WHT,"WI #17908 9/14/99 <br>23 AVE & E CHERRY ST, W",XWK,1970/01/01 00:00:00+00,2009/01/14 00:00:00+00, ,,,CENTRAL,,-122.302895482405,47.6080092404209, ,THRPL,E CHERRY ST,22ND AVE,N,204,0,23RD AVE,Y,31,0,C,XStreet Centerline,,,,,,,,,,XWK-CD3-YEAR3,0
1251067.04076105,214064.390238136,3510,666228,XWK-5825,SW ADMIRAL WAY 0610 BLOCK C SIDE (  26) 26 FT W/O 61ST AVE SW,GOOD,2016/11/10 00:00:00+00,SDOT,INSVC,DISTRICT1, ,N,16,21728,XWK,,W,LADER,N,N,1970/01/01 00:00:00+00,WHT,"<P>Admiral Way PBL project.</P>
<P>Installed as part of the 2016 AAC Greenwood Ave N project</P>",XWK,1970/01/01 00:00:00+00,2016/11/10 00:00:00+00,SDOT,,,SOUTH,,-122.410844416319,47.5759074920421, ,THRPL,SW ADMIRAL WAY,61ST AVE SW,Y,26,0,62ND AVE SW,N,296,0,C,XStreet Centerline,,,,,,,,,,XWK-CD1-YEAR4,0
1275533.07319373,244723.775769636,3511,524690,XWK-3416,NE 45TH ST 0130 BLOCK C SIDE (  38) 38 FT E/O BROOKLYN AVE NE,GOOD,2018/06/07 00:00:00+00,SDOT,INSVC,DISTRICT4, ,N,16,16851,XWK,Old ID # 792,E,LADER,N,N,1970/01/01 00:00:00+00,WHT,"WI #18482 <br>BROOKLYN AVE NE & NE 45 ST, E",XWK,1970/01/01 00:00:00+00,2009/02/09 00:00:00+00, ,,,NORTH,,-122.31413166264,47.6612759639652,SIGNAL,THRPL,NE 45TH ST,BROOKLYN AVE NE,Y,38,0,UNIVERSITY WAY NE,N,247,0,C,XStreet Centerline,,,,,,,,,,XWK-CD4-YEAR2,0
1268707.20593998,233085.630738884,3512,574134,XWK-5157,WESTLAKE AVE N 0110 BLOCK C SIDE ( 148) 20 FT S/O HIGHLAND DR,GOOD,2014/08/07 00:00:00+00, ,INSVC,DISTRICT7, ,N,16,13540,XWK,,S,LADER,N,N,1970/01/01 00:00:00+00,WHT,,XWK,1970/01/01 00:00:00+00,2013/06/08 00:00:00+00, ,,,CENTRAL,,-122.340900765851,47.629012845803, ,THRPL,WESTLAKE AVE N,8TH S AVE N,N,148,0,HIGHLAND DR,Y,20,0,C,XStreet Centerline,,,,,,,,,,XWK-CD7-YEAR1,0
1256824.7313454,243144.419020221,3513,521544,XWK-4913,26TH AVE W 0400 BLOCK C SIDE (  17) 17 FT N/O W THURMAN ST,GOOD,2019/07/23 00:00:00+00,SDOT,INSVC,DISTRICT7, ,N,16,3978,XWK,Old ID # 159,N,LADER,Y,N,1970/01/01 00:00:00+00,WHT," Remark 8/07 half slip<br> School # 047<br>26 AVE W & W THURMAN ST, N",XWK,1970/01/01 00:00:00+00,2009/01/23 00:00:00+00, ,,,CENTRAL,,-122.389905451228,47.6559349425532, ,THRPL,26TH AVE W,W THURMAN ST,Y,17,0,W ELMORE ST,N,624,0,C,XStreet Centerline,,,,,,,,,,XWK-CD7-YEAR3,0
1283216.39050423,195209.952225298,3514,614244,XWK-5442,M L KING JR WR WAY S 0860 BLOCK C SIDE (  60) 60 FT S/O S CLOVERDALE ST,GOOD,2019/07/23 00:00:00+00,SDOT,INSVC,DISTRICT2, ,N,16,11569,XWK,,N,PARSL,N,N,1970/01/01 00:00:00+00,WHT,,XWK,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00, ,,,SOUTH,,-122.27918327559,47.5259593529113,SIGNAL,THRPL,M L KING JR WR WAY S,S CLOVERDALE ST,Y,60,0,S TRENTON ST,N,626,0,C,XStreet Centerline,,,,,,,,,,XWK-CD2-YEAR3,0
1265128.73081347,231538.085277557,3515,523110,XWK-1594,MERCER ST 0010 BLOCK C SIDE (  29) 29 FT E/O 1ST AVE N,GOOD,2014/08/05 00:00:00+00, ,INSVC,DISTRICT7, ,N,16,11762,XWK,Old ID # 10,E,LADER,N,N,1970/01/01 00:00:00+00,WHT,"1 AVE N & MERCER ST, E",XWK,1970/01/01 00:00:00+00,2009/01/13 00:00:00+00, ,,,CENTRAL,,-122.355286352752,47.6245780013528, ,THRPL,MERCER ST,1ST AVE N,Y,29,0,WARREN AVE N,N,293,0,C,XStreet Centerline,,,,,,,,,,XWK-CD7-YEAR1,0
1285527.84618314,193031.439193889,3516,614230,XWK-5429,RAINIER AVE S 0923 BLOCK C SIDE (  20) 20 FT SE/O 51ST AVE S,GOOD,2014/07/29 00:00:00+00, ,INSVC,DISTRICT2, ,N,16,12424,XWK,,SE,LADER,N,N,1970/01/01 00:00:00+00,WHT,,XWK,1970/01/01 00:00:00+00,2015/04/07 00:00:00+00, ,,,SOUTH,,-122.26966474765,47.5201066807652, ,THRPL,RAINIER AVE S,51ST AVE S,Y,20,0,STURTEVANT AVE S,N,264,0,C,XStreet Centerline,,,,,,,,,,XWK-CD2-YEAR4,0
1283091.04593864,193989.323104888,3517,524742,XWK-838,S FAIRBANKS ST 0420 BLOCK C SIDE ( 275) 44 FT W/O M L KING JR WR WAY S,GOOD,2019/07/23 00:00:00+00,SDOT,INSVC,DISTRICT2, ,N,16,19940,XWK,Old ID # 0,W,PARSL,N,N,1970/01/01 00:00:00+00,WHT,"ML KING WY S & FAIRBANKS, W",XWK,1970/01/01 00:00:00+00,2008/12/17 00:00:00+00, ,,,SOUTH,,-122.279597675835,47.5226071427067,STOPSIGN,THRPL,S FAIRBANKS ST,42ND AVE S,N,275,0,M L KING JR WR WAY S,Y,44,0,C,XStreet Centerline,,,,,,,,,,XWK-CD2-YEAR3,0
1256975.44626705,213842.065879628,3518,525305,XWK-2514,SW HANFORD ST 0430 BLOCK C SIDE (  33) 33 FT W/O CALIFORNIA AVE SW,GOOD,2014/07/17 00:00:00+00, ,INSVC,DISTRICT1, ,N,16,22273,XWK,Old ID # 0,W,LADER,N,N,1970/01/01 00:00:00+00,WHT,"CALIFORNIA AVE SW & SW HANDFORD ST, W",XWK,1970/01/01 00:00:00+00,2009/02/03 00:00:00+00, ,,,SOUTH,,-122.386893955871,47.5756276089903, ,THRPL,SW HANFORD ST,CALIFORNIA AVE SW,Y,33,0,44TH AVE SW,N,281,0,C,XStreet Centerline,,,,,,,,,,XWK-CD1-YEAR4,0
1266643.24156398,236166.974313721,3519,521966,XWK-1495,4TH AVE N 0200 BLOCK C SIDE ( 289) 21 FT S/O CROCKETT ST,GOOD,2012/08/15 00:00:00+00, ,INSVC,DISTRICT7, ,N,16,6160,XWK,Old ID # 56,S,LADER,Y,N,1970/01/01 00:00:00+00,WHT," School # 035<br>4 AVE N & CROCKETT ST, S",XWK,1970/01/01 00:00:00+00,2012/08/03 00:00:00+00, ,,,CENTRAL,,-122.349515752494,47.6373475265854, ,THRPL,4TH AVE N,NEWTON ST,N,289,0,CROCKETT ST,Y,21,0,C,XStreet Centerline,,,,,,,,,,XWK-CD7-YEAR1,0
1269575.38104089,225640.897924975,3520,521571,XWK-1029,3RD AVE 0130 BLOCK C SIDE ( 382) 44 FT SE/O UNION ST,GOOD,2016/07/25 00:00:00+00,SDOT,INSVC,DISTRICT7, ,N,16,4382,XWK,Old ID # 220,SE,LADER,N,N,1970/01/01 00:00:00+00,WHT,"3 AVE & UNION ST, S",XWK,1970/01/01 00:00:00+00,2009/01/22 00:00:00+00,SDOT,,,CENTRAL,,-122.336790735463,47.6086536566238,SIGNAL,THRPL,3RD AVE,UNIVERSITY ST,N,382,0,UNION ST,Y,44,0,C,XStreet Centerline,,,,,,,,,,XWK-CD7-YEAR2,0
1273019.7832728,222119.91644989,3521,525041,XWK-528,S JACKSON ST 0070 BLOCK C SIDE ( 296) 26 FT W/O 8TH AVE S,GOOD,2014/08/12 00:00:00+00, ,INSVC,DISTRICT2, ,N,16,20491,XWK,Old ID # 348,W,LADER,N,N,1970/01/01 00:00:00+00,WHT,"WI #26865 <br>8 AVE S & S JACKSON ST, W",XWK,1970/01/01 00:00:00+00,2008/10/10 00:00:00+00, ,,,SOUTH,,-122.322553810326,47.5991863389546, ,THRPL,S JACKSON ST,7TH AVE S,N,296,0,8TH AVE S,Y,26,0,C,XStreet Centerline,,,,,,,,,,XWK-CD2-YEAR1,0
1273560.85568148,253409.603870377,3522,522621,XWK-1975,BANNER WAY NE 0770 BLOCK C SIDE ( 168) 44 FT SE/O 5TH AVE NE,GOOD,2019/07/23 00:00:00+00,SDOT,INSVC,DISTRICT4, ,N,16,9056,XWK,Old ID # 134,SE,LADER,N,N,1970/01/01 00:00:00+00,WHT,"WI #32505 8/11/05 <br>5 AVE NE & BANNER WAY NE, E",XWK,1970/01/01 00:00:00+00,2009/02/09 00:00:00+00, ,,,NORTH,,-122.322815635861,47.6849792550303,STOPSIGN,THRPL,BANNER WAY NE,NE 77TH ST,N,168,0,5TH AVE NE,Y,44,0,C,XStreet Centerline,,,,,,,,,,XWK-CD4-YEAR3,0
1267861.81196147,226818.175097972,3523,521113,XWK-1160,1ST AVE 0200 BLOCK C SIDE ( 399) 27 FT SE/O LENORA ST,GOOD,2017/01/17 00:00:00+00, ,INSVC,DISTRICT7, ,N,16,1012,XWK,Old ID # 56,SE,PARSL,N,N,1970/01/01 00:00:00+00,WHT,"1 AVE & LENORA ST, S",XWK,1970/01/01 00:00:00+00,2009/01/22 00:00:00+00, ,,,CENTRAL,,-122.343829744021,47.6117885452144, ,THRPL,1ST AVE,VIRGINIA ST,N,399,0,LENORA ST,Y,27,0,C,XStreet Centerline,,,,,,,,,,XWK-CD7-YEAR4,0
1273401.45770632,204897.468283296,3524,522396,XWK-3255,AIRPORT WAY S 0560 BLOCK C SIDE (  38) 38 FT SE/O CORSON AVE S,GOOD,2014/08/05 00:00:00+00, ,INSVC,DISTRICT2, ,N,16,8691,XWK,Old ID # 733,SE,LADER,N,N,1970/01/01 00:00:00+00,WHT,"WI #21046 9/14/00 <br>AIRPORT WAY S & CORSON AVE S, S",XWK,1970/01/01 00:00:00+00,2012/02/21 00:00:00+00, ,,,SOUTH,,-122.319658970414,47.5520001997804,SIGNAL,THRPL,AIRPORT WAY S,CORSON AVE S,Y,38,0,S CARSTENS PL,N,322,0,C,XStreet Centerline,,,,,,,,,,XWK-CD2-YEAR2,0
1269656.46847714,228198.226471722,3525,523593,XWK-3061,VIRGINIA ST 0070 BLOCK C SIDE ( 296) 26 FT SW/O 8TH AVE,GOOD,2019/07/23 00:00:00+00,SDOT,INSVC,DISTRICT7, ,N,16,13317,XWK,Old ID # 670,SW,PARSL,N,N,1970/01/01 00:00:00+00,WHT,"8 AVE & VIRGINIA ST, W",XWK,1970/01/01 00:00:00+00,2009/01/22 00:00:00+00, ,,,CENTRAL,,-122.336664584663,47.6156675503681, ,THRPL,VIRGINIA ST,7TH AVE,N,296,0,8TH AVE,Y,26,0,C,XStreet Centerline,,,,,,,,,,XWK-CD7-YEAR3,0
1279256.94107406,209578.320142046,3526,525580,XWK-4378,S ADAMS ST 0290 BLOCK C SIDE ( 251) 19 FT SW/O M L KING JR WR WAY S,GOOD,2019/07/23 00:00:00+00,SDOT,INSVC,DISTRICT2, ,N,16,335213,XWK,Old ID # 1181,W,PARSL,N,N,1970/01/01 00:00:00+00,WHT,"ML KING WY S & S ADAMS ST, W",XWK,1970/01/01 00:00:00+00,2008/12/17 00:00:00+00, ,,,SOUTH,,-122.296311716784,47.5651379464046, ,THRPL,S ADAMS ST,29TH AVE S,N,251,0,M L KING JR WR WAY S,Y,19,0,C,XStreet Centerline,,,,,,,,,,XWK-CD2-YEAR3,0
1270984.70532198,204377.431265637,3527,524871,XWK-663,S FIDALGO ST 0040 BLOCK C SIDE (  44) 44 FT E/O 4TH AVE S,GOOD,2014/07/23 00:00:00+00, ,INSVC,DISTRICT2, ,N,16,19983,XWK,Old ID # 203,E,LADER,N,N,1970/01/01 00:00:00+00,WHT,"WI #21399 <br>4 AVE S & S FIDALGO ST, E",XWK,1970/01/01 00:00:00+00,2015/05/08 00:00:00+00, ,,,SOUTH,,-122.32940285688,47.5504464156523,SIGNAL,THRPL,S FIDALGO ST,4TH AVE S,Y,44,0,6TH AVE S,N,601,0,C,XStreet Centerline,,,,,,,,,,XWK-CD2-YEAR2,0
1268934.50732264,256883.905320719,3529,523255,XWK-402,STONE AVE N 0900 BLOCK C SIDE (  31) 31 FT N/O N 90TH W ST,GOOD,2018/04/27 00:00:00+00,SDOT,INSVC,DISTRICT5, ,N,16,12931,XWK,Old ID # 460,N,LADER,Y,N,1970/01/01 00:00:00+00,WHT,"WI #33778 1/18/06 <br> School # 1<br>STONE AVE N & N 90 ST, N",XWK,1970/01/01 00:00:00+00,2015/06/18 00:00:00+00, ,,,NORTH,,-122.341870910848,47.6942551513645,STOPSIGN,THRPL,STONE AVE N,N 90TH W ST,Y,31,0,N 91ST ST,N,233,0,C,XStreet Centerline,,,,,,,,,,XWK-CD5-YEAR2,0
1268708.52942814,206963.258771136,3530,524814,XWK-4129,S HUDSON ST 0001 BLOCK C SIDE (  71) 71 FT E/O EAST MARGINAL WAY S,GOOD,2014/07/23 00:00:00+00, ,INSVC,DISTRICT2, ,N,16,20418,XWK,Old ID # 1066,E,LADER,N,N,1970/01/01 00:00:00+00,WHT,"WI #22925 <br>E MARGINAL WY S & S HUDSON ST, E",XWK,1970/01/01 00:00:00+00,2012/02/23 00:00:00+00, ,,,SOUTH,,-122.338823054679,47.557412407144,SIGNAL,THRPL,S HUDSON ST,EAST MARGINAL WAY S,Y,71,0,OHIO AVE S,N,181,0,C,XStreet Centerline,,,,,,,,,,XWK-CD2-YEAR2,0
1270013.54847164,213130.150308713,3531,525176,XWK-766,S HORTON ST 0010 BLOCK C SIDE (  44) 44 FT E/O 1ST AVE S,POOR,2014/08/14 00:00:00+00, ,INSVC,DISTRICT2, ,N,16,20381,XWK,Old ID # 58,E,PARSL,N,N,1970/01/01 00:00:00+00,WHT,"1 AVE S & S HORTON ST, E",XWK,1970/01/01 00:00:00+00,2008/10/02 00:00:00+00, ,,,SOUTH,,-122.33402582165,47.5743855372048,SIGNAL,THRPL,S HORTON ST,1ST AVE S,Y,44,0,OCCIDENTAL AVE S,N,185,0,C,XStreet Centerline,,,,,,,,,,XWK-CD2-YEAR2,0
1273347.30623981,244786.989225879,3532,524681,XWK-1964,NE 45TH ST 0040 BLOCK C SIDE ( 255) 255 FT E/O 4TH AVE NE,GOOD,2017/07/21 00:00:00+00,SDOT,INSVC,DISTRICT4, ,N,16,16842,XWK,Old ID # 117,W,LADER,N,N,1970/01/01 00:00:00+00,WHT,"<p>WI #13828 <br>5 AVE NE &amp; NE 45 ST, W</p><p><br></p><p>Remarked per WO 528218</p>",XWK,1970/01/01 00:00:00+00,2009/02/09 00:00:00+00,SDOT,,,NORTH,,-122.323004865223,47.6613335890353, ,THRPL,NE 45TH ST,4TH AVE NE,Y,255,0,5TH AVE NE,N,11,0,C,XStreet Centerline,,,,,,,,,,XWK-CD4-YEAR1,0
1269430.91545056,228438.884783044,3533,521948,XWK-3074,8TH AVE 0200 BLOCK C SIDE ( 329) 97 FT SE/O WESTLAKE AVE,GOOD,2019/07/23 00:00:00+00,SDOT,INSVC,DISTRICT7, ,N,16,8284,XWK,Old ID # 674,SE,PARSL,N,N,1970/01/01 00:00:00+00,WHT,"8 AVE & LENORA ST (WESTLAKE AVE), E",XWK,1970/01/01 00:00:00+00,2009/01/22 00:00:00+00, ,,,CENTRAL,,-122.33759797996,47.6163151045781,SIGNAL,THRPL,8TH AVE,VIRGINIA ST,N,329,0,WESTLAKE AVE,Y,97,0,C,XStreet Centerline,,,,,,,,,,XWK-CD7-YEAR3,0
1277711.74239281,269180.19273597,3534,524438,XWK-1891,NE 137TH ST 0200 BLOCK C SIDE (  25) 25 FT E/O 20TH AVE NE,GOOD,2012/06/15 00:00:00+00, ,INSVC,DISTRICT5, ,N,16,16616,XWK,Old ID # 500,E,LADER,Y,N,1970/01/01 00:00:00+00,WHT," School # 65<br>20 AVE NE & NE 137 ST, E",XWK,1970/01/01 00:00:00+00,2012/08/03 00:00:00+00, ,,,NORTH,,-122.307192790449,47.7284250766932, ,THRPL,NE 137TH ST,20TH AVE NE,Y,25,0,22ND AVE NE,N,275,0,C,XStreet Centerline,,,,,,,,,,XWK-CD5-YEAR4,0
1264150.6258143,236131.375959724,3535,622259,XWK-5523,2ND AVE W 0190 BLOCK C SIDE ( 423) 20 FT S/O W CROCKETT ST,GOOD,2016/08/01 00:00:00+00,SDOT,INSVC,DISTRICT7, ,N,16,2913,XWK,,S,LADER,Y,N,1970/01/01 00:00:00+00,WHT,Crosswalk laid-out 10-24-14,XWK,1970/01/01 00:00:00+00,2014/10/23 00:00:00+00, ,,,CENTRAL,,-122.359621345617,47.637114881945, ,THRPL,2ND AVE W,W HOWE ST,N,423,0,W CROCKETT ST,Y,20,0,C,XStreet Centerline,,,,,,,,,,XWK-CD7-YEAR1,0
