X,Y,OBJECTID,INTR_ID,GIS_XCOORD,GIS_YCOORD,COMPKEY,COMPTYPE,UNITID,SUBAREA,UNITDESC,ARTERIALCLASSCD,SIGNAL_MAINT_DIST,SIGNAL_TYPE,SHAPE_LNG,SHAPE_LAT
-122.263573458833,47.6668412895531,7123,7215,1288027.389,246517.83979,337431,13,17850,NE,NE AMBLESIDE RD AND NE WINDERMERE RD,0, ,NONE,-122.263573460185,47.666841289536
-122.362291896248,47.5553896815579,7124,15765,1262900.1283,206339.82529,32941,13,62124,DLRD,PUGET BLVD SW AND DEAD END 2 ,0, ,NONE,-122.362291897598,47.5553896815397
-122.340179608583,47.5185291459669,7125,18494,1268095.93938,192789.28345,34987,13,77320,DLRD,4TH AVE SW AND SW CAMBRIDGE PL,0, ,NONE,-122.340179609932,47.5185291459489
-122.318643235636,47.5448352204543,7126,16661,1273601.79973,202279.57952,34178,13,71108,GRDWM,ELLIS AVE S AND S ELIZABETH ST,1, ,NONE,-122.318643236986,47.5448352204365
-122.259064520066,47.5473448002757,7127,16526,1288330.7088,202916.54106,33659,13,67307,SE,HAMPTON RD S AND LAKE SHORE DR S,0, ,NONE,-122.259064521416,47.5473448002587
-122.272637849949,47.5433793518318,7128,16830,1284952.09709,201532.7328,34417,13,73124,SE,48TH AVE S AND S WARSAW ST,0, ,NONE,-122.272637851299,47.5433793518147
-122.331436902048,47.6555749688839,7129,8354,1271228.94443,242727.17329,27234,13,23556,LKUN,CORLISS AVE N AND N 40TH ST,2, ,NONE,-122.3314369034,47.655574968866
-122.329097671445,47.6519827491961,7130,8718,1271779.87768,241405.8892,27264,13,23714,LKUN,EASTERN AVE N AND N NORTHLAKE WAY,2, ,NONE,-122.329097672797,47.6519827491782
-122.357676188429,47.6504251764538,7131,8814,1264726.25336,240976.05572,26692,13,21326,MGNL-QA,QUEEN ANNE AVE N AND DEAD END,0, ,NONE,-122.357676189781,47.6504251764356
-122.350642476364,47.5191697182581,7132,18443,1265515.65086,193073.69203,35055,13,77727,DLRD,12TH AVE SW AND SW CAMBRIDGE ST,0, ,NONE,-122.350642477713,47.51916971824
-122.275379784144,47.551912934728,7133,16150,1284333.3264,204657.61524,33504,13,66317,SE,46TH AVE S AND S FINDLAY ST,0, ,NONE,-122.275379785494,47.5519129347108
-122.305419726665,47.6865266470185,7134,5235,1277855.69567,253891.49407,24731,13,6525,NE,21ST AVE NE AND NE 80TH ST,0, ,NONE,-122.305419728018,47.6865266470009
-122.351933646269,47.6385791050224,7135,9802,1266056.11704,236627.87677,28117,13,29719,MGNL-QA,3RD AVE N AND DEAD END 3,0, ,NONE,-122.351933647621,47.6385791050042
-122.275671512499,47.7045832702717,7136,3848,1285304.9703,260338.04921,36796,13,228329,NE,EXETER AVE NE AND NE 105TH ST,0, ,NONE,-122.275671513853,47.7045832702545
-122.343407158964,47.6395750017295,7137,9719,1268164.89707,236949.7146,28010,13,29304,MGNL-QA,MCGRAW ST AND WAVERLY PL N,0, ,NONE,-122.343407160316,47.6395750017115
-122.396950999764,47.6931369865685,7138,4607,1255364.40733,256746.85459,37068,13,230758,BLRD,31ST AVE NW AND NW 88TH ST,0, ,NONE,-122.396951001117,47.6931369865499
-122.381143074569,47.543678858241,7139,16678,1258160.28087,202162.03764,33783,13,68145,SW,SW WARSAW ST AND DEAD END,0, ,NONE,-122.381143075918,47.5436788582226
-122.348858938989,47.6197439137206,7140,11243,1266678.69393,229743.8417,28934,13,35723,MGNL-QA,4TH AVE N AND BROAD ST,1, ,CITY,-122.34885894034,47.6197439137025
-122.276687220688,47.6961572416057,7141,4474,1284997.28467,257269.74688,37817,13,235312,NE,MATTHEWS AVE NE AND SAND POINT N WAY NE,2, ,NONE,-122.276687222041,47.6961572415884
-122.315218404388,47.6376462354224,7142,9927,1275099.35801,236111.21655,28253,13,30326,E,EVERETT AVE E AND E CROCKETT ST,0, ,NONE,-122.31521840574,47.6376462354048
-122.371750858729,47.7197029851615,7143,2991,1261762.99729,266310.23098,35683,13,218734,NW,12TH AVE NW AND NW 125TH ST,0, ,NONE,-122.371750860083,47.7197029851431
-122.349572781265,47.6323067122344,7144,10336,1266592.95928,234328.89335,28818,13,35508,MGNL-QA,4TH AVE N AND GALER W ST,0, ,NONE,-122.349572782617,47.6323067122163
-122.308027800619,47.5534205412211,7145,16012,1276283.09177,205360.21031,33411,13,65856,GRDWM,S LUCILE ST AND DEAD END 1,0, ,NONE,-122.308027801969,47.5534205412035
-122.358038553575,47.6960365556031,7146,4401,1264966.56516,257612.03603,37155,13,231314,NW,1ST AVE NW AND NW 92ND ST,0, ,NONE,-122.358038554929,47.6960365555849
-122.299524142618,47.6766846780503,7147,6163,1279239.1527,250274.40965,24694,13,6348,NE,26TH AVE NE AND DEAD END 1,0, ,NONE,-122.299524143971,47.6766846780328
-122.355532820439,47.6456189876019,7148,9138,1265219.76529,239212.81015,28051,13,29507,MGNL-QA,1ST AVE N AND FULTON S ST,0, ,NONE,-122.355532821791,47.6456189875838
-122.302769955099,47.6080089605452,7149,12072,1277961.39039,225243.69244,30173,13,41713,CNTRL,23RD AVE AND E CHERRY ST,1, ,CITY,-122.302769956451,47.6080089605276
-122.408975696956,47.6468069156372,7150,9000,1252057.66454,239911.1651,27447,13,26112,MGNL-QA,40TH AVE W AND W BARRETT S ST,0, ,NONE,-122.408975698309,47.6468069156184
-122.306356952564,47.599254705443,7151,12587,1277015.60172,222067.94511,30754,13,45543,CNTRL,20TH AVE S AND S JACKSON ST,2, ,CITY,-122.306356953915,47.5992547054254
-122.301513790992,47.6379129496768,7152,9917,1278479.29094,236143.73137,28371,13,31309,NE,24TH AVE E AND E NEWTON N ST,1, ,CITY,-122.301513792344,47.6379129496593
-122.300803542647,47.6848569814666,7153,5372,1278980.86713,253260.85343,24646,13,6142,NE,25TH AVE NE AND NE 77TH ST,1, ,NONE,-122.300803544,47.6848569814491
-122.401129993679,47.6695459577838,7154,6775,1254160.14493,248164.37189,25053,13,10145,BLRD,34TH AVE NW AND NW 56TH ST,0, ,NONE,-122.401129995032,47.669545957765
-122.277941899741,47.5285528365868,7155,17880,1283540.79597,196150.03788,35226,13,80121,SE,44TH AVE S AND RENTON AVE S,2, ,NONE,-122.27794190109,47.5285528365696
-122.280929934153,47.6776008585368,7156,6080,1283825.34253,250521.82776,24970,13,7752,NE,44TH AVE NE AND NE 68TH ST,0, ,NONE,-122.280929935506,47.6776008585195
-122.34135400339,47.6173629279341,7157,11444,1268512.20203,228839.15024,29520,13,39117,DWNTN,7TH AVE AND BELL ST,2, ,CITY,-122.341354004742,47.617362927916
-122.312630952437,47.6231021546703,7158,11061,1275635.17062,230794.74755,29010,13,36322,E,15TH AVE E AND E REPUBLICAN S ST,2, ,CITY,-122.312630953788,47.6231021546527
-122.355300428247,47.6825537716879,7159,5511,1265543.46731,252681.58789,24319,13,4708,NW,GREENWOOD AVE N AND N 74TH ST,2, ,NONE,-122.3553004296,47.6825537716697
-122.35001017074,47.6586558515931,7160,8006,1266674.54469,243940.41003,26956,13,22540,LKUN,FREMONT AVE N AND N MOTOR PL,2, ,NONE,-122.350010172093,47.6586558515749
-122.323530073252,47.6539754659127,7161,8547,1273165.93592,242106.00696,27252,13,23701,LKUN,5TH AVE NE AND NE NORTHLAKE WAY,2, ,NONE,-122.323530074604,47.6539754658949
-122.357452252758,47.674017404718,7162,6362,1264951.86027,249578.91167,25257,13,12119,NW,1ST AVE NW AND NW 62ND ST,0, ,NONE,-122.357452254111,47.6740174046998
-122.309905633487,47.7170550570122,7163,3167,1276964.64338,265046.34823,36711,13,227525,N,17TH AVE NE AND NE 122ND ST,0, ,NONE,-122.309905634841,47.7170550569945
-122.307790878794,47.7021213648418,7164,3990,1277380.75577,259590.05689,37700,13,234516,N,NE 102ND ST AND DEAD END 4,0, ,NONE,-122.307790880148,47.7021213648242
-122.334872578787,47.6686882706219,7165,6949,1270475.69771,247526.04715,25501,13,13303,LKUN-NW,CANFIELD PL N AND N 55TH ST,0, ,NONE,-122.334872580139,47.668688270604
-122.325593103697,47.6832192394906,7166,5493,1272864.40965,252780.98348,24565,13,5702,NW,LATONA AVE NE AND NE 75TH ST,0, ,NONE,-122.32559310505,47.6832192394728
-122.304358325915,47.7076384056132,7167,3622,1278264.26937,261585.9463,36753,13,227723,N,23RD AVE NE AND NE 108TH ST,0, ,NONE,-122.304358327269,47.7076384055957
-122.285293105597,47.6952473923357,7168,4546,1282872.11373,256977.78758,37920,13,235723,NE,40TH AVE NE AND NE 92ND ST,0, ,NONE,-122.285293106951,47.6952473923184
-122.319802348868,47.6499457734534,7169,8866,1274056.10834,240618.62084,27159,13,23322,NE,BROADWAY E AND FUHRMAN AVE E,3, ,NONE,-122.31980235022,47.6499457734356
-122.302552327254,47.6189337699953,7170,11364,1278091.13964,229226.93187,29381,13,37743,CNTRL,23RD AVE AND E DENNY WAY,1, ,NONE,-122.302552328606,47.6189337699777
-122.271026344331,47.6594355937329,7171,8018,1286140.86202,243851.18302,27327,13,25127,NE,53RD AVE NE AND NE 43RD ST,0, ,NONE,-122.271026345683,47.6594355937158
-122.3644049351,47.5391632526517,7172,17038,1262260.71582,200432.53773,33962,13,69308,DLRD,25TH AVE SW AND SW MYRTLE ST,0, ,NONE,-122.364404936449,47.5391632526334
-122.322699641967,47.6553460245986,7173,8381,1273380.24018,242601.88433,287155,13,23272,LKUN,6TH AVE NE AND BURKE GILMAN TRL,0, ,NONE,-122.322699643319,47.6553460245808
-122.376196384917,47.5655464344633,7174,15013,1259541.68759,210112.42766,157970,13,54457,SW,35TH AVE SW AND FAUNTLEROY N WAY SW,3, ,NONE,-122.376196386267,47.5655464344449
-122.327070819219,47.6940751797534,7175,4606,1272577.34226,256747.17817,37588,13,233724,N,2ND AVE NE AND NE 90TH ST,0, ,NONE,-122.327070820573,47.6940751797356
-122.411939037596,47.6504487774906,7176,8743,1251354.62045,241254.27985,26426,13,19726,MGNL-QA,43RD AVE W AND W BERTONA ST,0, ,NONE,-122.411939038948,47.6504487774717
-122.296438535503,47.581115507626,7177,13691,1279336.43398,215405.91682,31468,13,52310,SE,28TH AVE S AND S BAYVIEW ST,0, ,NONE,-122.296438536853,47.5811155076086
-122.322025661878,47.6219939597674,7178,11123,1273310.98885,230435.26518,29023,13,36335,E,HARVARD AVE E AND E HARRISON ST,0, ,NONE,-122.32202566323,47.6219939597496
-122.371185823765,47.5355472352198,7179,17276,1260559.78551,199147.19885,34047,13,69720,DLRD,30TH AVE SW AND SW WEBSTER ST,0, ,NONE,-122.371185825115,47.5355472352015
-122.407887485381,47.6522788312107,7180,8584,1252366.68086,241901.22385,26370,13,19317,MGNL-QA,40TH AVE W AND W RUFFNER ST,0, ,NONE,-122.407887486733,47.6522788311919
-122.292614785134,47.6061595155823,7181,12194,1280453.19968,224521.53641,30080,13,41340,CNTRL,31ST AVE AND E JEFFERSON ST,0, ,NONE,-122.292614786485,47.6061595155649
-122.277956456889,47.6775960984348,7182,6083,1284557.69043,250506.32773,24858,13,7348,NE,47TH AVE NE AND NE 68TH ST,0, ,NONE,-122.277956458242,47.6775960984175
-122.360649019521,47.6883877519468,7183,5033,1264268.46852,254835.30694,24051,13,3109,NW,3RD AVE NW AND NW 82ND ST,3, ,NONE,-122.360649020874,47.6883877519285
-122.369339174771,47.6850888644091,7184,5301,1262104.51947,253674.82079,24144,13,3529,BLRD,10TH AVE NW AND NW 77TH ST,0, ,NONE,-122.369339176124,47.6850888643908
-122.267603530895,47.680454842924,7185,5843,1287127.0992,251501.21746,25000,13,8713,NE,56TH AVE NE AND 57TH AVE NE,0, ,NONE,-122.267603532248,47.6804548429069
-122.275369172199,47.5415733242646,7186,16949,1284265.27853,200886.70093,34446,13,73251,SE,46TH AVE S AND S BRIGHTON ST,0, ,NONE,-122.275369173548,47.5415733242474
-122.30243744859,47.5930616877468,7187,12888,1277939.32038,219790.87605,30800,13,45734,CNTRL,23RD AVE S AND S NORMAN ST,1, ,NONE,-122.302437449941,47.5930616877293
-122.289903765059,47.6225325303918,7188,11103,1281234.8839,230480.1041,29464,13,38723,CNTRL,33RD AVE E AND E HARRISON ST,0, ,NONE,-122.28990376641,47.6225325303744
-122.328591823605,47.6664599278564,7189,7160,1272007.12837,246683.24779,25859,13,14713,LKUN-NW,1ST AVE NE AND NE 52ND ST,0, ,NONE,-122.328591824958,47.6664599278385
-122.406342367601,47.672760138672,7190,6419,1252900.11882,249362.75576,25033,13,10122,BLRD,SEAVIEW AVE NW AND NW 61ST ST,2, ,NONE,-122.406342368954,47.6727601386533
-122.268339427427,47.67863132181,7191,6020,1286933.45159,250839.55397,25008,13,8723,NE,56TH AVE NE AND NE 69TH ST,0, ,NONE,-122.26833942878,47.6786313217929
-122.323910049335,47.5924287162703,7192,12912,1272637.49432,219661.9117,30555,13,44727,GRDWM,AIRPORT WAY S AND S ROYAL BROUGHAM WAY,1, ,CITY,-122.323910050686,47.5924287162525
-122.314190116798,47.6035096841057,7193,12327,1275113.22962,223656.81321,29840,13,40373,CNTRL,14TH AVE AND E SPRUCE ST,3, ,NONE,-122.31419011815,47.603509684088
-122.39000118228,47.5444273508686,7194,16628,1255978.44919,202479.13127,33854,13,68517,SW,45TH AVE SW AND HOLLY PL SW,0, ,NONE,-122.39000118363,47.5444273508501
-122.390932204667,47.6631868894622,7195,7420,1256625.27492,245794.25861,25232,13,11706,MGNL-QA,27TH AVE W AND DEAD END 4,0, ,NONE,-122.39093220602,47.6631868894436
-122.32998907334,47.5777261254417,7196,13903,1271033.47487,214329.04616,31375,13,51715,GRDWM,3RD AVE S AND S FOREST ST,0, ,NONE,-122.32998907469,47.5777261254239
-122.331014199388,47.6772329589828,7197,6054,1271486.83755,250623.74392,24596,13,5740,NW,WOODLAWN AVE N AND N 66TH ST,3, ,NONE,-122.331014200741,47.6772329589649
-122.291555695611,47.5509545804045,7198,16235,1280332.87353,204383.37063,33624,13,66722,GRDWM,32ND AVE S AND S ORCAS ST,3, ,NONE,-122.29155569696,47.5509545803871
-122.283218707707,47.6176089656166,7199,11493,1282849.35072,228653.34749,30223,13,42503,CNTRL,39TH AVE AND E HOWELL ST,0, ,NONE,-122.283218709059,47.6176089655994
-122.28184162728,47.5333614080686,7200,17519,1282610.53421,197921.83437,34578,13,73734,GRDWM,40TH AVE S AND S HOLDEN ST,0, ,NONE,-122.281841628629,47.5333614080513
-122.395118367085,47.5370168031139,7201,17172,1254660.01693,199802.18509,33911,13,68727,SW,VIEW LN SW AND DEAD END,0, ,NONE,-122.395118368435,47.5370168030953
-122.275634411791,47.5295702466793,7202,17801,1284117.72576,196510.39629,35219,13,80113,SE,45TH AVE S AND S ROSE ST,0, ,NONE,-122.275634413141,47.5295702466621
-122.355377010767,47.6978385996984,7203,4274,1265634.86929,258256.25875,37418,13,232539,NW,GREENWOOD AVE N AND N 95TH ST,2, ,NONE,-122.355377012121,47.6978385996803
-122.289220619515,47.6611505026545,7204,7823,1281669.8,244560.89976,27400,13,25511,NE,36TH AVE NE AND NE 45TH ST,1, ,HALFPED,-122.289220620868,47.6611505026371
-122.291505424194,47.6092727088964,7205,12001,1280748.33081,225651.73008,30062,13,41322,CNTRL,32ND AVE AND E COLUMBIA ST,0, ,NONE,-122.291505425545,47.609272708879
-122.314837385895,47.5915438013448,7206,12963,1274869.55756,219295.95893,30460,13,44331,GRDWM,14TH AVE S AND S JUDKINS ST,3, ,NONE,-122.314837387246,47.5915438013272
-122.322976737116,47.5580377338801,7207,15595,1272624.93727,207115.17684,33097,13,64251,GRDWM,AIRPORT WAY S AND AIRPORT WY S VI,1, ,NONE,-122.322976738466,47.5580377338623
-122.356736089141,47.6996548422489,7208,4126,1265313.37297,258925.25485,37135,13,231144,NW,PALATINE AVE N AND N 97TH ST,0, ,NONE,-122.356736090494,47.6996548422307
-122.275099318988,47.6958853287278,7209,4499,1285386.39443,257163.24985,37819,13,235314,NE,49TH AVE NE AND NE 93RD ST,0, ,NONE,-122.275099320342,47.6958853287106
-122.279778765063,47.5442207185155,7210,16754,1283194.48275,201872.64551,34403,13,73109,SE,43RD AVE S AND S MORGAN ST,0, ,NONE,-122.279778766413,47.5442207184983
-122.316323948917,47.7113876537255,7211,3446,1275345.16255,263009.83111,36477,13,226304,N-NW,PINEHURST WAY NE AND NE 114TH N ST,1, ,NONE,-122.31632395027,47.7113876537078
-122.317602730867,47.6931011106012,7212,4688,1274901.75749,256346.82438,37536,13,233327,N,ROOSEVELT WAY NE AND NE 89TH ST,1, ,NONE,-122.317602732221,47.6931011105835
-122.291933906957,47.6285572672992,7213,10687,1280775.97267,232686.80643,29210,13,37126,E,31ST AVE E AND DEAD END 2,0, ,NONE,-122.291933908309,47.6285572672818
-122.303472934062,47.7075562175203,7214,3628,1278481.64537,261551.80717,36752,13,227722,N,VICTORY LN NE AND NE 108TH ST,0, ,NONE,-122.303472935416,47.7075562175027
-122.359651118438,47.6347423830874,7215,10122,1264126.12382,235266.28624,27844,13,28331,MGNL-QA,2ND AVE W AND W BLAINE ST,0, ,NONE,-122.35965111979,47.6347423830692
-122.290572687869,47.6983474644171,7216,4305,1281593.58496,258132.96044,37898,13,235545,N,35TH AVE NE AND NE 96TH ST,2, ,NONE,-122.290572689223,47.6983474643997
-122.323411766089,47.6743542888076,7217,6372,1273339.01112,249537.54642,25705,13,14110,LKUN-NW,5TH AVE NE AND NE 63RD ST,0, ,NONE,-122.323411767442,47.6743542887898
-122.35771969318,47.6723504776342,7218,6529,1264873.94155,248972.29791,336867,13,12253,NW,1ST AVE NW AND NW 60TH ST,0, ,NONE,-122.357719694533,47.672350477616
-122.37891563107,47.6795232749055,7219,5776,1259705.42212,251692.31609,23928,13,2334,BLRD,17TH AVE NW AND NW 70TH ST,0, ,NONE,-122.378915632423,47.679523274887
-122.342908635297,47.6297220618656,7220,10548,1268217.27826,233353.98314,28718,13,35110,MGNL-QA,DEXTER CT N AND HIGHLAND DR,0, ,NONE,-122.342908636648,47.6297220618476
-122.320317480444,47.693116558512,7221,4684,1274233.41778,256365.3639,37537,13,233328,N,8TH AVE NE AND NE 89TH ST,0, ,NONE,-122.320317481797,47.6931165584942
-122.289893808895,47.5737764432709,7222,14277,1280900.75065,212698.72347,32630,13,59503,SE,34TH AVE S AND S HORTON ST,0, ,NONE,-122.289893810246,47.5737764432535
-122.284904085943,47.6757865120319,7223,6267,1282834.00966,249878.574,24978,13,7763,NE,40TH AVE NE AND NE 65TH ST,2, ,NONE,-122.284904087296,47.6757865120146
-122.322110925139,47.6140661959084,7224,11681,1273234.02604,227544.44048,29744,13,40119,E,HARVARD AVE AND E PIKE ST,2, ,CITY,-122.32211092649,47.6140661958906
-122.365912538691,47.5173632014217,7225,18548,1261730.05521,192489.63238,34902,13,76347,DLRD,26TH AVE SW AND SW ROXBURY ST,1, ,CITY,-122.365912540039,47.5173632014034
-122.340072908014,47.6684490511843,7226,6964,1269192.92446,247463.84658,25510,13,13312,LKUN-NW,GREEN LAKE WAY N AND N CLOGSTON WAY,2, ,HALFPED,-122.340072909367,47.6684490511663
-122.291421140214,47.5894264234532,7227,13139,1280631.96499,218413.40303,30701,13,45397,SE,32ND AVE S AND S ATLANTIC ST,0, ,NONE,-122.291421141565,47.5894264234358
-122.3089659925,47.6000008281635,7228,12551,1276377.23782,222352.38569,30742,13,45530,CNTRL,18TH AVE S AND S MAIN ST,0, ,NONE,-122.308965993851,47.6000008281459
-122.39220881274,47.6603160812079,7229,7754,1256289.55191,244753.67006,26497,13,20516,MGNL-QA,GILMAN AVE W AND WILLIAMS AVE W,2, ,NONE,-122.392208814093,47.6603160811893
-122.368744869497,47.6795477677916,7230,5797,1262210.55134,251651.09804,24188,13,3738,BLRD,9TH AVE NW AND NW 70TH W ST,0, ,NONE,-122.36874487085,47.6795477677732
-122.386479246587,47.6558714115174,7231,8251,1257668.48106,243104.19064,26447,13,20114,MGNL-QA,GILMAN AVE W AND W EMERSON PL,1, ,NONE,-122.386479247939,47.6558714114988
-122.284813055841,47.667470783115,7232,7132,1282799.22387,246845.39614,26220,13,16701,NE,40TH AVE NE AND NE 52ND PL,3, ,NONE,-122.284813057194,47.6674707830977
-122.40555206179,47.5685444372287,7233,14747,1252318.21136,211352.43534,31739,13,53309,SW,HILLCREST AVE SW AND SW ANDOVER ST,0, ,NONE,-122.40555206314,47.56854443721
-122.313611919201,47.6242537109915,7234,10984,1275401.3822,231219.36912,29008,13,36320,E,MALDEN AVE E AND E MERCER ST,0, ,NONE,-122.313611920552,47.6242537109739
-122.294109735023,47.5829115143159,7235,13587,1279923.52492,216050.00104,31458,13,52172,SE,30TH AVE S AND S COLLEGE ST,0, ,NONE,-122.294109736373,47.5829115142984
-122.373593868107,47.6636617481552,7236,7400,1260900.32311,245881.44888,25456,13,12739,BLRD,14TH AVE NW AND NW LEARY WAY,1, ,CITY,-122.37359386946,47.6636617481368
-122.314936484653,47.7003605749495,7237,4112,1275609.2414,258981.68928,37493,13,233126,N,12TH AVE NE AND NE 98TH ST,0, ,NONE,-122.314936486006,47.7003605749318
-122.345442218813,47.5209683727494,7238,18344,1266813.27006,193704.36134,35050,13,77722,DLRD,8TH AVE SW AND SW BARTON ST,2, ,NONE,-122.345442220162,47.5209683727313
-122.353959963943,47.6650193801138,7239,7272,1265747.21899,246280.36139,25661,13,13725,LKUN-NW,PHINNEY AVE N AND N 50TH E ST,2, ,CITY,-122.353959965296,47.6650193800956
-122.289482904564,47.6848565672899,7240,5390,1281768.78701,253207.73881,24910,13,7529,NE,36TH AVE NE AND NE 77TH ST,0, ,NONE,-122.289482905917,47.6848565672725
-122.374899860159,47.6521692277508,7241,8662,1260494.60458,241696.6563,26751,13,21717,MGNL-QA,14TH AVE W AND W RUFFNER ST,0, ,NONE,-122.374899861512,47.6521692277324
-122.317589942985,47.6958336168508,7242,4464,1274924.12882,257343.30438,37525,13,233316,N,ROOSEVELT WAY NE AND NE 92ND ST,1, ,NONE,-122.317589944339,47.6958336168331
-122.299571459651,47.6699876526322,7243,6847,1279180.95801,247832.22853,25917,13,15131,NE,26TH AVE NE AND NE 57TH ST,0, ,NONE,-122.299571461004,47.6699876526147
-122.322882644798,47.6816246561732,7244,5655,1273520.67026,252186.50898,24438,13,5316,NW,5TH AVE NE AND NE 73RD ST,2, ,NONE,-122.322882646152,47.6816246561554
-122.25492280753,47.5175644928421,7245,18640,1289152.73991,192036.66214,35402,13,81310,SE,RAINIER AVE S AND S KEPPLER ST,1, ,NONE,-122.254922808879,47.5175644928252
-122.360653822437,47.6832759609312,7246,5464,1264230.28203,252971.08959,24072,13,3302,NW,3RD AVE NW AND NW 75TH ST,3, ,NONE,-122.36065382379,47.683275960913
-122.324573915495,47.6548294295068,7247,8444,1272914.75461,242422.42833,27247,13,23569,LKUN,4TH AVE NE AND DEAD END 1,0, ,NONE,-122.324573916847,47.654829429489
-122.385614561738,47.5196598449197,7248,18386,1256879.41431,193424.7694,34751,13,75343,SW,FOREST CT SW AND DEAD END,0, ,NONE,-122.385614563087,47.5196598449012
-122.312341741128,47.7030670791574,7249,3910,1276267.02521,259956.4592,37479,13,233112,N,15TH AVE NE AND NE 103RD ST,2, ,NONE,-122.312341742481,47.7030670791397
-122.350455579601,47.5372933057865,7250,17193,1265692.14187,199682.34586,34133,13,70705,DLRD,12TH AVE SW AND SW OTHELLO ST,0, ,NONE,-122.350455580951,47.5372933057684
-122.317598552936,47.6940117635603,7251,4619,1274909.1925,256678.91833,37530,13,233321,N,ROOSEVELT WAY NE AND NE 90TH ST,1, ,NONE,-122.31759855429,47.6940117635426
-122.36328260825,47.5683474638741,7252,14824,1262749.50353,211070.29748,32046,13,55306,DLRD,DELRIDGE WAY SW AND SW ANDOVER ST,1, ,CITY,-122.3632826096,47.5683474638558
-122.296977853403,47.5395595685496,7253,17079,1278915.07487,200253.03949,167622,13,72279,GRDWM,28TH AVE S AND BEACON ER AVE S,2, ,NONE,-122.296977854753,47.5395595685321
-122.301178682835,47.6176478714261,7254,11468,1278420.90835,228751.50173,29987,13,41109,CNTRL,24TH AVE AND E HOWELL ST,0, ,NONE,-122.301178684187,47.6176478714086
-122.381090881934,47.6924179620505,7255,4674,1259264.27345,256405.67827,36965,13,230336,BLRD,19TH AVE NW AND NW 87TH ST,0, ,NONE,-122.381090883288,47.692417962032
-122.387253011625,47.6393508120168,7256,9670,1257356.1521,237083.1226,27606,13,27303,MGNL-QA,THORNDYKE AVE W AND THORNDYKE PL W,2, ,NONE,-122.387253012977,47.6393508119982
-122.342794549805,47.6366576171466,7257,9971,1268295.02162,235882.79543,28018,13,29319,MGNL-QA,DEXTER AVE N AND NEWTON ST,2, ,NONE,-122.342794551157,47.6366576171285
-122.32075833854,47.6101837979753,7258,11922,1273540.20767,226122.0904,29784,13,40307,E,BROADWAY AND MARION ST,2, ,NONE,-122.320758339891,47.6101837979575
-122.331725488861,47.6242720544102,7259,10957,1270935.52927,231312.49936,29122,13,36712,LKUN,MERCER ST AND PONTIUS AVE N,2, ,NONE,-122.331725490212,47.6242720543923
-122.287795014178,47.5966030916807,7260,12725,1281576.08147,221013.80162,35526,13,146703,CNTRL,35TH AVE S AND S LANE ST,3, ,NONE,-122.287795015529,47.5966030916633
-122.33024353577,47.6922758748826,7261,4751,1271783.37976,256106.15801,37596,13,233732,NW,N 88TH ST AND DEAD END,0, ,NONE,-122.330243537123,47.6922758748647
-122.259527012861,47.5013077460124,7262,19804,1287905.31668,186128.83851,38375,13,316136,SE,59TH AVE S AND S AVON ST,0, ,NONE,-122.259527014209,47.5013077459954
-122.300529890076,47.6379090658279,7263,9919,1278721.78694,236137.689,28372,13,31310,NE,25TH AVE E AND E NEWTON ST,0, ,NONE,-122.300529891428,47.6379090658104
-122.299847638186,47.6243790453225,7264,10988,1278795.91327,231200.09616,29245,13,37310,CNTRL-E,25TH AVE E AND E MERCER ST,0, ,NONE,-122.299847639538,47.624379045305
-122.393040113421,47.689001806295,7265,4943,1256296.79108,255219.24678,23959,13,2505,BLRD,28TH AVE NW AND NW 83RD N ST,0, ,NONE,-122.393040114774,47.6890018062764
-122.384077737415,47.6659090387773,7266,7149,1258333.98993,246752.89515,25167,13,11319,BLRD,SHILSHOLE AVE NW AND NW VERNON PL,2, ,NONE,-122.384077738768,47.6659090387588
-122.332081029495,47.5389534494462,7267,17097,1270241.81458,200198.86375,34250,13,71706,GRDWM,OCCIDENTAL AVE S AND S ORCHARD ST,0, ,NONE,-122.332081030844,47.5389534494283
-122.327193484093,47.6231325267113,7268,11035,1272044.84511,230875.19171,29184,13,36854,E,E REPUBLICAN ST AND DEAD END,0, ,NONE,-122.327193485444,47.6231325266934
-122.378361585691,47.5386700238593,7269,17072,1258810.4433,200321.55507,33802,13,68317,SW,36TH AVE SW AND SW ORCHARD ST,0, ,NONE,-122.37836158704,47.5386700238409
-122.265691876501,47.5397858490281,7270,17099,1286642.94765,200190.16999,34632,13,74532,SE,BRIGHTON LN S AND DEAD END,0, ,NONE,-122.26569187785,47.539785849011
-122.316135666252,47.6717277975687,7271,6659,1275112.78162,248545.04799,25728,13,14133,NE,11TH AVE NE AND NE RAVENNA EB BV,1, ,CITY,-122.316135667605,47.6717277975509
-122.329990737535,47.5755740953282,7272,14072,1271017.79871,213544.21723,31381,13,51721,GRDWM,3RD AVE S AND S HANFORD ST,0, ,NONE,-122.329990738885,47.5755740953103
-122.398313609189,47.667539955234,7273,6983,1254839.03978,247418.67896,25069,13,10307,BLRD,32ND AVE NW AND NW 54TH ST,2, ,CITY,-122.398313610542,47.6675399552153
-122.364516865838,47.5254205785707,7274,18002,1262133.34148,195421.23456,34856,13,76252,DLRD,25TH AVE SW AND DEAD END 3,0, ,NONE,-122.364516867187,47.5254205785524
